3640.5,9.53,396.6,108.4915697674416,108.11709677419363,59.0,,107.071,36.26904651162794,151.9,0.4,63.3,42.86,50.8,51.2,95.73155687145325,792.0,0.679,,0.194
3480.6,11.11,363.64199999999994,94.65640957754356,94.025223,61.9,40.9,105.95,40.90340674947371,182.7,3.5,63.5193,39.7,50.2,50.9,89.71132494448557,,,,
3672.3,12.7,323.6746065,106.10082069872298,105.7409,47.0,,106.5,47.76626674680694,231.8,1.5,43.0,43.98,58.8,65.9,104.02171231186776,,,,
3577.5,11.11,294.5821725,98.84375012762058,98.64989,57.9,38.5,106.5,38.90015349134002,201.5,0.7,45.6,34.18,49.0,49.7,95.83024919812485,,,,
3670.0,14.29,323.77,100.80219648906392,95.843582,67.1,48.1,104.9,48.14262399617571,221.3,9.2,63.3,37.19,48.0,50.2,93.75771033802123,,,,
3952.0,7.94,406.11060000000003,100.36964188706226,100.08,39.5,,107.4,39.50795709025268,158.9,1.8,45.2,46.2,55.9,50.5,93.85640266469282,,,,
3667.0,11.11,344.0,105.67149877149868,105.58870967741944,65.0,,105.2,44.89659213759216,146.0,1.0,57.2,38.74,50.8596,50.1,100.66617320503332,787.0,0.659,,0.169
3670.0,12.7,336.3,102.40378048912564,102.293098,65.1,44.8,105.04,44.739639307486506,195.9,6.7,63.3,37.19,48.0,50.2,94.54724895139402,778.8,0.674,,0.14
3668.5,12.7,326.0,94.89208995037264,95.52348387096755,64.0,42.7,104.74,42.913789702233274,142.1,2.7,72.5398,36.75,48.4,49.7,87.63878608438193,782.53,0.66,,0.139
3576.3,14.29,337.69999999999993,99.2,99.5,64.0,49.4,104.4,49.9,190.6,4.7,56.8,45.25,56.5,50.9,88.52701702442636,801.0,0.6694490579710143,5.765092040467829,0.2151486
3437.0,7.5,305.56,100.8,99.7,40.0,26.0,106.5,25.9,79.0,0.5,44.2,36.46,47.9,48.6,98.49494201825807,782.0,0.684,,0.219
3952.0,14.3,382.299225,100.36964188706226,100.08,55.7,,107.1,39.50795709025268,158.9,1.8,45.2,46.2,55.9,50.5,93.85640266469282,,,,
3576.3,12.7,347.4,98.4,99.0,64.7,46.2,102.0,46.1,181.5,3.3,56.8,45.25,56.5,50.9,88.03355539106835,801.0,0.6694490579710143,5.217672708395432,0.2235591
3667.0,7.94,354.333525,102.93200404858312,101.56548387096784,56.0,,105.3,32.99727530364374,90.4,0.0,57.2,38.74,50.8596,50.1,99.5805576116457,787.0,0.659,,0.188
3679.5,11.11,311.69,91.73778479883114,91.68636,60.6,36.8,106.59,36.95314233357711,158.9,2.9,43.0,38.74,48.0,61.8,88.52701702442636,,,,
3582.5,9.53,292.0,105.507978385251,105.03,56.0,37.4,104.6,37.79177942212822,94.0,0.7,62.6,39.4921,49.7,50.9,90.89563286454478,783.0,0.672,,0.172
3564.3,14.29,414.80000000000007,99.07050131233585,99.07558064516135,71.2,51.9,106.9,51.965131233595756,331.6,3.3,33.7,47.93,57.7,58.0,95.73155687145325,,,,
3672.3,11.11,340.8573,106.53457169044204,106.30395,47.0,,106.7,42.8143000142654,194.0,1.7,43.0,43.98,58.8,65.9,104.41648161855416,,,,
3480.6,7.94,376.653,97.05413761450598,97.196846,53.3,29.0,105.97,29.407191398379993,117.0,1.5,63.5193,39.7,50.2,50.9,92.1786331112756,,,,
3588.5,12.7,332.13990901898734,100.24718459403162,100.08,64.0,,105.47999999999999,45.94230811936156,132.9,0.5,72.5,39.4921,50.2,50.9,89.81001727115716,,,,
3590.0,17.46,346.19206125,100.36964188706226,100.08,65.0,,103.3,39.50795709025268,158.9,1.8,57.2,41.88,52.3,51.7,93.85640266469282,,,,
3640.8,15.8,327.38107500000007,35.39023160784315,100.08,67.0,,106.8,30.676942627450988,245.5,11.4,45.2,38.0,49.8,49.2,89.1647212890736,,,,
3576.3,11.11,357.1,101.6,100.6,63.6,42.8,102.6,43.4,172.3,1.9,56.8,45.25,56.5,50.9,90.20478657784358,801.0,0.6694490579710143,4.515072751311305,0.2487906
3564.3,11.11,438.5,101.44903225806458,101.147741935484,64.6,43.3,107.06,44.03527688172044,258.9,1.8,33.7,47.93,57.7,58.0,96.02763385146805,,,,
3653.0,7.94,440.5,108.88643532338311,99.16735483870968,37.0,14.0,105.42,16.204686069651743,492.8,2.5,63.6,53.27,56.7,56.8,98.10017271157169,798.0,0.654,4.232369768123735,0.385415949386802
3670.0,9.53,354.05,97.73223105694811,97.456688,57.3,34.3,105.2,34.300860082354944,141.4,3.9,63.3,37.19,48.0,50.2,93.75771033802123,,,,
3548.5,9.53,261.1,103.97658695619889,103.98386,39.0,,104.13,27.42533771343727,186.7,2.2,40.8,37.12,44.2,44.6,100.66617320503332,,,,
3640.5,12.7,323.125425,101.43754858564316,99.99746,65.9,47.6,106.5,47.70889010660982,364.8,2.9,45.2,36.99,50.2,50.9,98.79101899827288,,,,
3653.0,11.11,399.20000000000005,121.68292972057577,123.61679999999998,68.0,36.0,104.42,49.17873581710411,229.5,2.3,63.6,43.4,54.9,52.7,86.25709351097953,788.9,0.684,5.833181955417568,0.243234996427721
3640.5,6.35,403.0,105.3842298288512,105.95032258064525,47.0,,104.0,22.445078239608808,80.0,0.3,63.3,42.86,50.8,51.2,101.06094251171972,784.0,0.679,,0.212
3640.8,11.11,331.1301,106.27888716881155,106.24757,49.0,,106.47,43.7389906056018,240.6,2.3,45.2,36.91,49.1,48.4,101.25832716506291,,,,
3576.3,9.53,286.4,106.36166898470155,106.19,57.5,38.8,102.64,38.979712100139054,119.0,0.6,56.8,41.22431,48.3,50.9,89.51394029114236,789.8,0.675,3.0765420138888886,0.241130793707915
